id,org,station,lat,lon,begperiod,Sample,Radionuclide,Dt,Dt_unc,ND,Unit
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Japanese parrot fish,Cs-134,,,7.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Flathead,Cs-137,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Honnibe crocker,Cs-137,,,5.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Common skate,Cs-137,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Anchovy,Cs-137,,,7.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,White croaker,Cs-137,,,8.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,John dory,Cs-137,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Roundnose flounder,Cs-137,,,7.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Black sea bream,Cs-137,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Microstomus achne,Cs-137,,,6.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Crescent sweeplips,Cs-137,,,7.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/20,Japanese parrot fish,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/19,Brown hakeling,Cs-134,,,8.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/19,Anchovy,Cs-134,,,11.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/19,Matsubara's red rockfish,Cs-134,,,8.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/19,Brown hakeling,Cs-137,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/19,Anchovy,Cs-137,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/19,Matsubara's red rockfish,Cs-137,,,6.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/18,Black rockfish,Cs-134,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/18,Black rockfish,Cs-137,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/14,Honnibe crocker,Cs-134,,,9.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/14,Anchovy,Cs-134,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/14,Greenling,Cs-134,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/14,Sebastes cheni,Cs-134,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/14,Honnibe crocker,Cs-137,,,8.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/14,Anchovy,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/14,Greenling,Cs-137,,,6.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/14,Sebastes cheni,Cs-137,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Flathead,Cs-134,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Whip stingray,Cs-134,,,8.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Goldeye rockfish,Cs-134,,,8.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Redwing searobin,Cs-134,,,9.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Fox jacopever,Cs-134,,,8.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Common skate,Cs-134,,,9.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Anchovy,Cs-134,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Conger eel,Cs-134,,,6.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Chub mackerel,Cs-134,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Roundnose flounder,Cs-134,,,8.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Black rockfish,Cs-134,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Black rockfish,Cs-134,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Black rockfish,Cs-134,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Olive flounder,Cs-134,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Bluefin searobin,Cs-134,,,8.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Flathead,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Whip stingray,Cs-137,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Goldeye rockfish,Cs-137,,,8.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Redwing searobin,Cs-137,,,6.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Fox jacopever,Cs-137,,,6.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Common skate,Cs-137,,,5.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Anchovy,Cs-137,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Conger eel,Cs-137,,,6.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Chub mackerel,Cs-137,,,6.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Roundnose flounder,Cs-137,,,9.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Black rockfish,Cs-137,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Black rockfish,Cs-137,,,6.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Black rockfish,Cs-137,,,6.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Olive flounder,Cs-137,,,6.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/13,Bluefin searobin,Cs-137,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Brown hakeling,Cs-134,,,7.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Yellow goosefish,Cs-134,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Takifugu snyderi,Cs-134,,,8.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Littlemouth flounder,Cs-134,,,9.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Marbled sole,Cs-134,,,7.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Willowy flounder,Cs-134,,,6.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Scorpionfish,Cs-134,,,9.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Blackthroat seaperch,Cs-134,,,10.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Rikuzen flounder,Cs-134,,,8.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Crimson sea bream,Cs-134,,,8.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Microstomus achne,Cs-134,,,9.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Red sea bream,Cs-134,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Globefish,Cs-134,,,8.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Deepsea bonefish,Cs-134,,,8.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Roughsclae sole,Cs-134,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Deep-sea smelt,Cs-134,,,11.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Blackfin flounder,Cs-134,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Ridged-eye flounder,Cs-134,,,8.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Greeneye,Cs-134,,,9.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Brown hakeling,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Yellow goosefish,Cs-137,,,8.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Takifugu snyderi,Cs-137,,,7.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Littlemouth flounder,Cs-137,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Marbled sole,Cs-137,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Willowy flounder,Cs-137,,,7.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Scorpionfish,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Blackthroat seaperch,Cs-137,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Rikuzen flounder,Cs-137,,,6.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Crimson sea bream,Cs-137,,,8.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Microstomus achne,Cs-137,,,8.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Red sea bream,Cs-137,,,6.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Globefish,Cs-137,,,8.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Deepsea bonefish,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Roughsclae sole,Cs-137,,,8.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Deep-sea smelt,Cs-137,,,8.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Blackfin flounder,Cs-137,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Ridged-eye flounder,Cs-137,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/11,Greeneye,Cs-137,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Black rockfish,Cs-134,,,9.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Black rockfish,Cs-134,,,7.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Black rockfish,Cs-134,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Matsubara's red rockfish,Cs-134,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Sullen rockfish,Cs-134,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Broadbanded thornyhead,Cs-134,,,8.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Black rockfish,Cs-137,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Black rockfish,Cs-137,,,6.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Black rockfish,Cs-137,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Matsubara's red rockfish,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Sullen rockfish,Cs-137,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/10,Broadbanded thornyhead,Cs-137,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Brown hakeling,Cs-134,,,9.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Spotbelly rockfish,Cs-134,,,6.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Chub mackerel,Cs-134,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Pacific barrelfish,Cs-134,,,9.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Willowy flounder,Cs-134,,,7.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Scorpionfish,Cs-134,,,8.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Blackthroat seaperch,Cs-134,,,8.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Black rockfish,Cs-134,,,9.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Black rockfish,Cs-134,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Rikuzen flounder,Cs-134,,,9.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Microstomus achne,Cs-134,,,11.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Jack mackerel,Cs-134,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Deepsea bonefish,Cs-134,,,9.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Roughsclae sole,Cs-134,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Deep-sea smelt,Cs-134,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Greeneye,Cs-134,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Brown hakeling,Cs-137,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Spotbelly rockfish,Cs-137,,,5.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Chub mackerel,Cs-137,,,6.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Pacific barrelfish,Cs-137,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Willowy flounder,Cs-137,,,6.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Scorpionfish,Cs-137,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Blackthroat seaperch,Cs-137,,,7.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Black rockfish,Cs-137,,,8.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Black rockfish,Cs-137,,,5.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Rikuzen flounder,Cs-137,,,6.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Microstomus achne,Cs-137,,,8.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Jack mackerel,Cs-137,,,6.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Deepsea bonefish,Cs-137,,,8.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Roughsclae sole,Cs-137,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Deep-sea smelt,Cs-137,,,8.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/07,Greeneye,Cs-137,,,7.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Yellow goosefish,Cs-134,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Ridged-eye flounder,Cs-134,,,9.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Redwing searobin,Cs-134,,,7.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Common skate,Cs-134,,,8.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Anchovy,Cs-134,,,9.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Anchovy,Cs-134,,,9.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Anchovy,Cs-134,,,8.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,White croaker,Cs-134,,,9.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Conger eel,Cs-134,,,9.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Roundnose flounder,Cs-134,,,8.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Black rockfish,Cs-134,,,7.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Stone flounder,Cs-134,,,8.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Olive flounder,Cs-134,,,9.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Bluefin searobin,Cs-134,,,8.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Sebastes cheni,Cs-134,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Red barracuda,Cs-134,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Cinnamon flounder,Cs-134,,,7.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Yellow goosefish,Cs-137,,,7.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Ridged-eye flounder,Cs-137,,,7.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Redwing searobin,Cs-137,,,8.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Common skate,Cs-137,,,6.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Anchovy,Cs-137,,,8.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Anchovy,Cs-137,,,8.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Anchovy,Cs-137,,,6.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,White croaker,Cs-137,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Conger eel,Cs-137,,,7.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Roundnose flounder,Cs-137,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Black rockfish,Cs-137,,,7.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Stone flounder,Cs-137,,,8.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Olive flounder,Cs-137,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Bluefin searobin,Cs-137,,,7.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Sebastes cheni,Cs-137,,,6.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Red barracuda,Cs-137,,,8.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/06/06,Cinnamon flounder,Cs-137,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Brown hakeling,Cs-134,,,6.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Yellow goosefish,Cs-134,,,11.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Goldeye rockfish,Cs-134,,,6.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Striped jewfish,Cs-134,,,8.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Redwing searobin,Cs-134,,,9.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Common skate,Cs-134,,,9.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Anchovy,Cs-134,,,8.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,White croaker,Cs-134,,,7.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Conger eel,Cs-134,,,9.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Littlemouth flounder,Cs-134,,,9.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,John dory,Cs-134,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Willowy flounder,Cs-134,,,10.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Scorpionfish,Cs-134,,,8.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Blackthroat seaperch,Cs-134,,,6.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Black rockfish,Cs-134,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Greenling,Cs-134,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Crimson sea bream,Cs-134,,,9.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Microstomus achne,Cs-134,,,8.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Olive flounder,Cs-134,,,7.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Globefish,Cs-134,,,9.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Blackfin flounder,Cs-134,,,7.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Greeneye,Cs-134,,,11.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Brown hakeling,Cs-137,,,7.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Yellow goosefish,Cs-137,,,7.4,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Goldeye rockfish,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Striped jewfish,Cs-137,,,7.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Redwing searobin,Cs-137,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Common skate,Cs-137,,,9.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Anchovy,Cs-137,,,7.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,White croaker,Cs-137,,,7.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Conger eel,Cs-137,,,8.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Littlemouth flounder,Cs-137,,,8.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,John dory,Cs-137,,,6.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Willowy flounder,Cs-137,,,7.9,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Scorpionfish,Cs-137,,,8.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Blackthroat seaperch,Cs-137,,,6.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Black rockfish,Cs-137,,,6.8,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Greenling,Cs-137,,,7.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Crimson sea bream,Cs-137,,,8.5,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Microstomus achne,Cs-137,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Olive flounder,Cs-137,,,7.6,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Globefish,Cs-137,,,7.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Blackfin flounder,Cs-137,,,7.1,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/31,Greeneye,Cs-137,,,8.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/30,Ridged-eye flounder,Cs-134,,,7.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/30,Marbled sole,Cs-134,,,10.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/30,Roundnose flounder,Cs-134,,,7.2,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/30,Ridged-eye flounder,Cs-137,,,7.3,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/30,Marbled sole,Cs-137,,,8.0,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/30,Roundnose flounder,Cs-137,,,7.7,Bq/kg-fresh
277,Fukushima Pref.,,36.9788833333,141.1,2021/05/29,Stone flounder,Cs-134,,,8.4,Bq/kg-fresh
