File Creation Date,2025-03-13
Sampling Location,Near south discharge (T-2)

Sea surface to a depth of 0.5 m,,,,,,
,Cs-134,,Cs-137,,H-3,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND
2024/7/24 8:35,,0.90,,0.73,-,-
2024/7/23 8:50,,0.77,,0.81,-,-
2024/7/22 8:25,,0.0011,0.014,,,0.31
2024/7/21 9:07,,0.90,,0.65,-,-
2024/7/20 8:22,,0.84,,0.54,-,-
2024/7/19 7:55,,0.75,,0.67,,0.32
2024/7/18 8:05,,0.85,,0.71,-,-
2024/7/17 7:34,,0.66,,0.84,-,-
2024/7/16 8:46,,0.91,,0.79,-,-
2024/7/15 8:30,,0.0012,0.024,,0.95,
2024/7/14 6:25,,0.74,,0.55,-,-
2024/7/13 6:31,,0.79,,0.83,-,-
2024/7/12 8:55,,0.67,,0.62,-,-
2024/7/11 8:15,,0.93,,0.56,1.1,
2024/7/10 8:50,,0.64,,0.79,-,-
2024/7/9 8:43,,0.91,,0.54,-,-
2024/7/8 8:40,,0.0011,0.020,,0.15,
2024/7/7 6:20,,0.88,,0.74,-,-
2024/7/6 6:38,,0.75,,0.81,-,-
2024/7/5 9:20,,0.64,,0.65,-,-
2024/7/4 8:55,,0.64,,0.74,0.72,
2024/7/3 8:25,,0.75,,0.79,-,-
2024/7/2 6:45,,0.91,,0.64,-,-
2024/7/1 8:45,,0.0013,0.050,,,0.29
2024/6/30 6:25,,0.79,,0.68,-,-
2024/6/29 8:18,,0.71,,0.74,-,-
2024/6/28 14:05,,0.64,,0.78,,0.33
2024/6/27 6:46,,0.90,,0.86,,0.33
2024/6/26 6:36,,0.68,,0.90,-,-
2024/6/25 8:35,,0.97,,0.91,-,-
2024/6/24 8:21,0.0016,,0.11,,,0.32
2024/6/23 6:45,,0.75,,0.60,-,-
2024/6/22 8:16,,0.88,,0.78,-,-
2024/6/21 6:40,,0.83,,0.85,-,-
2024/6/20 6:40,,0.58,,0.78,-,-
2024/6/19 6:50,,0.64,,0.81,-,-
2024/6/18 6:40,,0.82,,0.82,-,-
2024/6/17 9:00,,0.0012,0.050,,,0.30
2024/6/16 8:18,,0.75,,0.97,-,-
2024/6/15 8:05,,0.72,,0.54,-,-
2024/6/14 6:46,,0.72,,0.59,-,-
2024/6/13 6:36,,0.71,,0.81,,0.30
2024/6/12 6:25,,0.92,,0.81,-,-
2024/6/11 6:45,,0.83,,0.88,-,-
2024/6/10 8:03,,0.0012,0.023,,0.13,
2024/6/9 6:48,,0.82,,0.93,-,-
2024/6/8 6:36,,0.88,,0.63,-,-
2024/6/7 6:53,,0.69,,0.57,-,-
2024/6/6 6:55,,0.88,,0.90,,0.36
2024/6/5 6:56,,0.77,,0.74,-,-
2024/6/4 7:00,,0.68,,0.82,-,-
2024/6/3 8:30,,0.0013,0.072,,,0.29
2024/6/2 6:36,,0.75,,0.74,-,-
2024/6/1 6:47,,0.86,,0.60,-,-
2024/5/31 6:58,,0.75,,0.69,-,-
2024/5/30 7:05,,0.62,,0.65,0.32,
2024/5/29 7:00,,0.98,,0.82,-,-
2024/5/28 7:51,,0.0012,0.022,,,0.30
2024/5/27 8:25,,0.67,,0.72,-,-
2024/5/26 6:52,,0.88,,0.74,-,-
2024/5/25 6:45,,0.82,,0.74,-,-
2024/5/24 7:13,,0.75,,0.76,-,-
2024/5/23 7:07,,0.58,,0.90,0.50,
2024/5/22 7:10,,0.88,,0.75,-,-
2024/5/21 6:55,,0.68,,0.90,-,-
2024/5/20 8:42,,0.0012,0.049,,,0.30
2024/5/19 6:32,,0.85,,0.69,-,-
2024/5/18 6:45,,0.88,,0.57,-,-
2024/5/17 13:55,,0.74,,0.71,,0.36
2024/5/16 7:10,,0.82,,0.63,,0.32
2024/5/15 7:10,,0.84,,0.59,-,-
2024/5/14 7:25,,0.0012,0.043,,,0.084
2024/5/13 7:05,,0.82,,0.86,-,-
2024/5/12 7:03,,0.75,,0.56,-,-
2024/5/11 7:21,,0.53,,0.69,-,-
2024/5/10 6:48,,0.69,,0.73,-,-
2024/5/9 6:58,,0.88,,0.90,,0.37
2024/5/8 6:46,,0.64,,0.54,-,-
2024/5/7 7:20,,0.75,,0.62,-,-
2024/5/6 7:55,0.0020,,0.13,,0.51,
2024/5/5 6:53,,0.82,,0.86,-,-
2024/5/4 7:43,,0.69,,0.53,-,-
2024/5/3 7:03,,0.75,,0.62,-,-
2024/5/2 7:00,,0.82,,0.56,0.47,
2024/5/1 7:27,,0.78,,0.69,-,-
2024/4/30 6:47,,0.80,,0.61,-,-
2024/4/29 7:21,,0.0011,0.044,,0.51,
2024/4/28 6:50,,0.84,,0.63,-,-
2024/4/27 7:15,,0.82,,0.71,-,-
2024/4/26 6:55,,0.88,,0.67,-,-
2024/4/25 6:54,,0.72,,0.68,,0.31
2024/4/24 7:15,,0.75,,0.62,-,-
2024/4/23 7:15,,0.77,,0.78,-,-
2024/4/22 8:36,0.0085,,0.48,,,0.32
2024/4/21 7:15,,0.68,,0.57,-,-
2024/4/20 7:13,,0.75,,0.82,-,-
2024/4/19 14:03,,0.91,,0.74,,0.34
2024/4/18 7:13,,0.65,,0.68,,0.32
2024/4/17 6:53,,0.77,,0.88,-,-
2024/4/16 7:00,,0.82,,0.69,-,-
2024/4/15 7:50,,0.0012,0.068,,,0.30
2024/4/14 7:06,,0.62,,0.60,-,-
2024/4/13 6:35,,0.68,,0.78,-,-
2024/4/12 7:00,,0.65,,0.69,-,-
2024/4/11 7:06,,0.78,,0.61,,0.33
2024/4/10 6:35,,0.71,,0.63,-,-
2024/4/9 6:48,,0.77,,0.74,-,-
2024/4/8 8:35,0.0013,,0.088,,0.11,
2024/4/7 6:46,,0.67,,0.65,-,-
2024/4/6 7:16,,0.69,,0.57,-,-
2024/4/5 7:08,,0.92,,0.87,-,-
2024/4/4 7:30,,0.62,,0.51,,0.32
2024/4/3 7:28,,0.76,,0.68,,0.34
2024/4/2 7:17,,0.53,,0.69,-,-
2024/4/1 9:40,0.0024,,0.17,,,0.32
2024/3/31 6:25,,0.88,,0.81,-,-
2024/3/30 6:38,,0.74,,0.71,-,-
2024/3/28 7:07,,0.72,,0.83,-,-
2024/3/27 7:02,,0.78,,0.69,-,-
2024/3/26 7:14,,0.84,,0.62,-,-
2024/3/25 7:32,0.0037,,0.21,,,0.34
2024/3/24 7:15,,0.84,,0.74,-,-
2024/3/23 7:18,,0.71,,0.52,-,-
2024/3/22 7:26,,0.65,,0.59,-,-
2024/3/21 7:13,,0.71,,0.58,-,-
2024/3/20 7:11,,0.73,,0.60,-,-
