File Creation Date,2025-12-05
Sampling Location,3km offshore of Ukedo River (T-D1)

Sea surface to a depth of 0.5 m,,,,,,,2 to 3 m above seabed,,,,
,Cs-134,,Cs-137,,H-3,,,Cs-134,,Cs-137,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND,Date and time of Sampling,Dt,ND,Dt,ND
2024/4/29 7:42,,0.0013,0.013,,0.59,,2024/4/15 8:10,,0.0013,0.0042,
2024/4/22 8:21,,0.0012,0.0029,,,0.34,2024/4/8 7:49,,0.0013,0.0051,
2024/4/15 8:10,,0.0013,0.0080,,,0.33,2024/4/2 9:05,,0.0013,0.0031,
2024/4/8,,0.0013,0.0049,,,0.074,2024/3/28 7:51,,0.0013,0.0040,
2024/4/2 9:05,,0.0011,0.0034,,,0.32,2024/3/19 7:58,,0.0013,0.0044,
2024/3/28 7:51,,0.0011,0.0059,,,0.32,2024/3/11 9:15,,0.0012,0.0077,
2024/3/19 7:58,,0.0012,0.0094,,,0.33,2024/3/4 9:29,,0.0013,0.0074,
2024/3/11 9:15,,0.0011,0.0063,,0.071,,2024/2/21 8:16,,0.0012,0.0036,
2024/3/4 9:29,,0.0012,0.0083,,,0.35,2024/2/13 8:15,,0.0011,0.0049,
2024/2/21 8:16,,0.0012,0.0030,,,0.32,2024/2/5 8:19,,0.0013,0.0049,
2024/2/13 8:15,,0.00099,0.0047,,,0.071,2024/1/29 8:21,,0.0011,0.0089,
2024/2/5 8:19,,0.0012,0.0052,,,0.33,2024/1/9 8:18,,0.0013,0.0036,
2024/1/29 8:21,,0.0012,0.011,,,0.33,2024/1/6 7:59,,0.0011,0.0055,
2024/1/9 8:18,,0.0014,0.0037,,0.17,,2023/12/25 7:57,,0.0013,0.0039,
2024/1/6 7:59,,0.0012,0.0033,,,0.34,2023/12/19 8:01,,0.0014,0.0031,
2023/12/25 7:57,,0.0012,0.0026,,,0.34,2023/12/14 8:07,,0.0011,0.0023,
2023/12/19 8:01,,0.0013,0.0027,,,0.35,2023/12/9 8:00,,0.0013,0.0033,
2023/12/14 8:07,,0.0012,0.0031,,0.071,,2023/11/27 8:25,,0.0013,0.0042,
2023/12/9 8:00,,0.00096,0.0026,,,0.34,2023/11/21 8:00,,0.0013,0.0058,
2023/11/27 8:25,-,-,-,-,,0.34,2023/11/15 8:03,,0.0011,0.0033,
2023/11/27,,0.0011,0.0045,,-,-,2023/11/1 7:55,,0.0013,0.014,
2023/11/21 8:00,,0.0012,0.0049,,0.34,,2023/10/23 8:05,,0.0014,0.0049,
2023/11/15 8:03,,0.0011,0.0058,,0.37,,2023/10/19 8:36,,0.0013,0.0092,
2023/11/9 7:40,,0.0012,0.0056,,,0.34,2023/10/12 8:39,,0.0013,0.0073,
2023/11/1 7:55,,0.0011,0.014,,,0.34,2023/10/4 8:01,,0.0014,0.0047,
2023/10/23 8:05,,0.00099,0.0054,,,0.34,2023/9/27 8:37,,0.0014,0.0027,
2023/10/19 8:36,,0.0014,0.0087,,,0.34,2023/9/20 8:07,,0.0013,0.0049,
2023/10/12 8:39,,0.0013,0.0038,,,0.070,2023/9/13 7:52,,0.0012,0.014,
2023/10/4 8:01,,0.0012,0.010,,-,-,2023/9/6 8:22,,0.0013,0.0044,
2023/10/4,-,-,-,-,,0.35,2023/8/31 8:08,,0.0013,0.0051,
2023/9/27 8:37,,0.0013,0.0032,,,0.35,2023/8/21 8:02,,0.0012,0.0043,
2023/9/20 8:07,,0.0013,0.0028,,,0.35,2023/7/18 7:51,,0.0012,0.0026,
2023/9/13 7:52,,0.0011,0.0083,,0.12,,2023/7/10 7:57,,0.0012,0.0032,
2023/9/6 8:22,,0.0014,0.0022,,,0.34,2023/7/3 8:11,,0.0012,0.0044,
2023/8/31 8:08,,0.0012,0.0033,,,0.34,2023/6/28 8:22,,0.0012,0.0034,
