begperiod,station,org,depth,Cs-134,Cs-134_nd,Cs-137,Cs-137_nd,H-3,H-3_nd,lon,lat
2023-07-30 00:00,M-G4,NRA,1,,,,,0.049,,141.75,37
2023-11-15 00:00,M-G4,NRA,1,,,,,0.044,,141.75,37
2024-01-18 00:00,M-G4,NRA,1,,,,,0.041,,141.75,37
2023-01-11 00:00,M-H1,NRA,1,,,,,0.055,,141.14,36.917
2023-05-21 00:00,M-H1,NRA,1,,,,,0.034,,141.14,36.917
2023-08-06 00:00,M-H1,NRA,1,,,,,0.055,,141.14,36.917
2023-11-24 00:00,M-H1,NRA,1,,,,,0.081,,141.14,36.917
2024-01-19 00:00,M-H1,NRA,1,,,,,0.073,,141.14,36.917
2023-01-08 00:00,M-H3,NRA,1,,,,,0.036,,141.373,36.917
2023-05-11 00:00,M-H3,NRA,1,,,,,0.05,,141.373,36.917
2023-07-30 00:00,M-H3,NRA,1,,,,,0.054,,141.373,36.917
2023-11-15 00:00,M-H3,NRA,1,,,,,0.041,,141.373,36.917
2024-01-28 00:00,M-H3,NRA,1,,,,,0.041,,141.373,36.917
2023-01-11 00:00,M-I1,NRA,1,,,,,0.062,,140.95,36.75
2023-05-10 00:00,M-I1,NRA,1,,,,,0.038,,140.95,36.75
2023-07-29 00:00,M-I1,NRA,1,,,,,0.061,,140.95,36.75
2023-11-20 00:00,M-I1,NRA,1,,,,,0.053,,140.95,36.75
2024-01-15 00:00,M-I1,NRA,1,,,,,0.045,,140.95,36.75
2021-03-18 06:33,T-0,TEPCO,0.5 m,,0.59,,0.53,,,141.0413889,37.42333333
2021-03-19 06:40,T-0,TEPCO,0.5 m,,0.57,,0.36,,,141.0413889,37.42333333
2021-03-20 06:33,T-0,TEPCO,0.5 m,,0.57,,0.55,,,141.0413889,37.42333333
2021-03-21 06:49,T-0,TEPCO,0.5 m,,0.46,,0.44,,,141.0413889,37.42333333
2021-03-22 06:58,T-0,TEPCO,0.5 m,,0.53,,0.53,,,141.0413889,37.42333333
2021-03-23 07:14,T-0,TEPCO,0.5 m,,0.4,0.59,,,,141.0413889,37.42333333
2021-03-24 07:29,T-0,TEPCO,0.5 m,0.0073,,0.18,,,1.6,141.0413889,37.42333333
2021-03-25 06:40,T-0,TEPCO,0.5 m,,0.47,0.58,,,,141.0413889,37.42333333
2021-03-26 06:28,T-0,TEPCO,0.5 m,,0.45,0.6,,,,141.0413889,37.42333333
2021-03-27 06:50,T-0,TEPCO,0.5 m,,0.57,0.66,,,,141.0413889,37.42333333
2021-03-28 06:40,T-0,TEPCO,0.5 m,,0.63,,0.43,,,141.0413889,37.42333333
2021-03-29 07:19,T-0,TEPCO,0.5 m,,0.42,0.78,,,,141.0413889,37.42333333
2021-03-30 06:59,T-0,TEPCO,0.5 m,,0.57,0.46,,,,141.0413889,37.42333333
2021-03-31 07:43,T-0,TEPCO,0.5 m,0.0043,,0.11,,,1.9,141.0413889,37.42333333
2021-04-01 07:19,T-0,TEPCO,0.5 m,,0.49,,0.62,,,141.0413889,37.42333333
2021-04-02 07:18,T-0,TEPCO,0.5 m,,0.52,,0.53,,,141.0413889,37.42333333
2021-04-03 07:18,T-0,TEPCO,0.5 m,,0.52,,0.47,,,141.0413889,37.42333333
2021-04-04 06:54,T-0,TEPCO,0.5 m,,0.57,0.44,,,,141.0413889,37.42333333
2021-04-07 07:26,T-0,TEPCO,0.5 m,0.0043,,0.11,,,1.6,141.0413889,37.42333333
2021-04-08 07:08,T-0,TEPCO,0.5 m,,0.56,,0.46,,,141.0413889,37.42333333
2021-04-09 07:09,T-0,TEPCO,0.5 m,,0.51,,0.51,,,141.0413889,37.42333333
2021-04-10 06:38,T-0,TEPCO,0.5 m,,0.6,,0.58,,,141.0413889,37.42333333
2021-04-11 07:10,T-0,TEPCO,0.5 m,,0.46,,0.39,,,141.0413889,37.42333333
2021-04-12 07:24,T-0,TEPCO,0.5 m,0.0062,,0.13,,,1.7,141.0413889,37.42333333
2021-04-13 06:53,T-0,TEPCO,0.5 m,,0.65,,0.55,,,141.0413889,37.42333333
2021-04-14 06:43,T-0,TEPCO,0.5 m,,0.54,,0.58,,,141.0413889,37.42333333
2021-04-15 07:08,T-0,TEPCO,0.5 m,,0.39,0.62,,,,141.0413889,37.42333333
2021-04-16 07:12,T-0,TEPCO,0.5 m,,0.62,0.62,,,,141.0413889,37.42333333
2021-04-17 06:36,T-0,TEPCO,0.5 m,,0.53,,0.48,,,141.0413889,37.42333333
2021-04-18 07:13,T-0,TEPCO,0.5 m,,0.51,0.97,,,,141.0413889,37.42333333
2021-04-19 07:27,T-0,TEPCO,0.5 m,0.018,,0.45,,,1.7,141.0413889,37.42333333
2021-04-20 07:02,T-0,TEPCO,0.5 m,,0.68,0.68,,,,141.0413889,37.42333333
2021-04-21 07:16,T-0,TEPCO,0.5 m,,0.47,,0.58,,,141.0413889,37.42333333
2021-04-22 06:36,T-0,TEPCO,0.5 m,,0.48,,0.55,,,141.0413889,37.42333333
2021-04-23 06:40,T-0,TEPCO,0.5 m,,0.51,,0.55,,,141.0413889,37.42333333
2021-04-24 06:43,T-0,TEPCO,0.5 m,,0.48,,0.56,,,141.0413889,37.42333333
2021-04-25 06:53,T-0,TEPCO,0.5 m,,0.3,,0.58,,,141.0413889,37.42333333
2021-04-26 07:21,T-0,TEPCO,0.5 m,0.0084,,0.17,,,1.7,141.0413889,37.42333333
2021-04-27 07:13,T-0,TEPCO,0.5 m,,0.41,0.63,,,,141.0413889,37.42333333
2021-04-28 07:12,T-0,TEPCO,0.5 m,,0.43,,0.46,,,141.0413889,37.42333333
2021-04-29 06:41,T-0,TEPCO,0.5 m,,0.48,,0.51,,,141.0413889,37.42333333
2021-04-30 06:49,T-0,TEPCO,0.5 m,,0.53,1.2,,,,141.0413889,37.42333333
2021-05-01 06:34,T-0,TEPCO,0.5 m,,0.51,,0.49,,,141.0413889,37.42333333
2021-05-02 06:29,T-0,TEPCO,0.5 m,,0.45,,0.49,,,141.0413889,37.42333333
2021-05-03 07:00,T-0,TEPCO,0.5 m,0.0064,,0.17,,,1.9,141.0413889,37.42333333
2021-05-04 06:53,T-0,TEPCO,0.5 m,,0.52,,0.46,,,141.0413889,37.42333333
2021-05-05 06:55,T-0,TEPCO,0.5 m,,0.6,,0.6,,,141.0413889,37.42333333
2021-05-06 06:57,T-0,TEPCO,0.5 m,,0.48,,0.52,,,141.0413889,37.42333333
2021-05-07 07:13,T-0,TEPCO,0.5 m,,0.44,,0.54,,,141.0413889,37.42333333
2021-05-08 06:49,T-0,TEPCO,0.5 m,,0.58,,0.55,,,141.0413889,37.42333333
2021-05-09 06:34,T-0,TEPCO,0.5 m,,0.52,,0.48,,,141.0413889,37.42333333
2021-05-10 06:54,T-0,TEPCO,0.5 m,,0.0012,0.007,,,1.6,141.0413889,37.42333333
2021-05-11 06:55,T-0,TEPCO,0.5 m,,0.48,0.74,,,,141.0413889,37.42333333
2021-05-12 06:56,T-0,TEPCO,0.5 m,,0.45,,0.51,,,141.0413889,37.42333333
2021-05-13 06:55,T-0,TEPCO,0.5 m,,0.6,,0.54,,,141.0413889,37.42333333
2021-05-14 06:43,T-0,TEPCO,0.5 m,,0.4,,0.65,,,141.0413889,37.42333333
2021-05-15 06:44,T-0,TEPCO,0.5 m,,0.48,0.94,,,,141.0413889,37.42333333
2021-05-16 06:48,T-0,TEPCO,0.5 m,,0.62,0.85,,,,141.0413889,37.42333333
2021-05-18 06:57,T-0,TEPCO,0.5 m,,0.51,,0.46,,,141.0413889,37.42333333
2021-05-19 07:18,T-0,TEPCO,0.5 m,0.0088,,0.23,,,1.6,141.0413889,37.42333333
2021-05-20 06:40,T-0,TEPCO,0.5 m,,0.38,0.9,,,,141.0413889,37.42333333
2021-05-21 06:36,T-0,TEPCO,0.5 m,,0.55,,0.6,,,141.0413889,37.42333333
2021-05-22 06:59,T-0,TEPCO,0.5 m,,0.56,0.65,,,,141.0413889,37.42333333
2021-05-23 07:04,T-0,TEPCO,0.5 m,,0.57,0.91,,,,141.0413889,37.42333333
2021-05-24 07:18,T-0,TEPCO,0.5 m,0.0099,,0.23,,,1.7,141.0413889,37.42333333
2021-05-25 07:16,T-0,TEPCO,0.5 m,,0.49,1.2,,,,141.0413889,37.42333333
2021-05-26 07:13,T-0,TEPCO,0.5 m,,0.53,0.52,,,,141.0413889,37.42333333
2021-05-27 06:33,T-0,TEPCO,0.5 m,,0.58,,0.54,,,141.0413889,37.42333333
2021-05-28 06:35,T-0,TEPCO,0.5 m,,0.49,1.2,,,,141.0413889,37.42333333
2021-05-29 06:28,T-0,TEPCO,0.5 m,,0.4,0.69,,,,141.0413889,37.42333333
2021-05-30 07:44,T-0,TEPCO,0.5 m,,0.54,,0.4,,,141.0413889,37.42333333
2021-05-31 06:58,T-0,TEPCO,0.5 m,0.011,,0.23,,,1.6,141.0413889,37.42333333
2021-06-01 06:20,T-0,TEPCO,0.5 m,,0.51,,0.58,,,141.0413889,37.42333333
2021-06-02 06:16,T-0,TEPCO,0.5 m,,0.51,0.78,,,,141.0413889,37.42333333
2021-06-03 06:23,T-0,TEPCO,0.5 m,,0.41,0.5,,,,141.0413889,37.42333333
2021-06-05 06:44,T-0,TEPCO,0.5 m,,0.41,,0.54,,,141.0413889,37.42333333
2021-06-06 06:34,T-0,TEPCO,0.5 m,,0.57,0.63,,,,141.0413889,37.42333333
2021-06-07 06:23,T-0,TEPCO,0.5 m,0.0058,,0.15,,,1.6,141.0413889,37.42333333
2021-06-08 06:23,T-0,TEPCO,0.5 m,,0.45,0.66,,,,141.0413889,37.42333333
2021-06-09 06:20,T-0,TEPCO,0.5 m,,0.52,,0.51,,,141.0413889,37.42333333
2021-06-10 06:14,T-0,TEPCO,0.5 m,,0.55,,0.57,,,141.0413889,37.42333333
2021-06-11 06:12,T-0,TEPCO,0.5 m,,0.44,,0.49,,,141.0413889,37.42333333
2021-06-12 06:18,T-0,TEPCO,0.5 m,,0.53,0.67,,,,141.0413889,37.42333333
2021-06-13 06:28,T-0,TEPCO,0.5 m,,0.44,,0.49,,,141.0413889,37.42333333
2021-06-14 06:31,T-0,TEPCO,0.5 m,,0.0012,0.0065,,,1.6,141.0413889,37.42333333
2021-06-15 06:26,T-0,TEPCO,0.5 m,,0.54,,0.46,,,141.0413889,37.42333333
2021-06-16 06:16,T-0,TEPCO,0.5 m,,0.41,,0.54,,,141.0413889,37.42333333
2021-06-17 06:15,T-0,TEPCO,0.5 m,,0.51,,0.49,,,141.0413889,37.42333333
2021-06-18 06:18,T-0,TEPCO,0.5 m,,0.54,,0.46,,,141.0413889,37.42333333
2021-06-19 06:28,T-0,TEPCO,0.5 m,,0.49,,0.5,,,141.0413889,37.42333333
2021-06-20 06:44,T-0,TEPCO,0.5 m,,0.6,1.1,,,,141.0413889,37.42333333
2021-06-21 06:29,T-0,TEPCO,0.5 m,0.0019,,0.056,,2,,141.0413889,37.42333333
2021-06-22 06:14,T-0,TEPCO,0.5 m,,0.41,0.5,,,,141.0413889,37.42333333
2021-06-23 06:15,T-0,TEPCO,0.5 m,,0.44,,0.56,,,141.0413889,37.42333333
2021-06-24 06:13,T-0,TEPCO,0.5 m,,0.51,,0.45,,,141.0413889,37.42333333
2021-06-25 06:14,T-0,TEPCO,0.5 m,,0.43,0.61,,,,141.0413889,37.42333333
2021-06-26 06:13,T-0,TEPCO,0.5 m,,0.4,,0.43,,,141.0413889,37.42333333
2021-06-27 06:29,T-0,TEPCO,0.5 m,,0.57,0.67,,,,141.0413889,37.42333333
2021-06-28 06:28,T-0,TEPCO,0.5 m,,0.0012,0.0082,,,1.7,141.0413889,37.42333333
2021-06-29 06:15,T-0,TEPCO,0.5 m,,0.53,,0.56,,,141.0413889,37.42333333
2021-06-30 06:14,T-0,TEPCO,0.5 m,,0.57,,0.49,,,141.0413889,37.42333333
2021-07-01 06:14,T-0,TEPCO,0.5 m,,0.49,,0.56,,,141.0413889,37.42333333
2021-07-02 06:13,T-0,TEPCO,0.5 m,,0.55,0.72,,,,141.0413889,37.42333333
2021-07-03 06:15,T-0,TEPCO,0.5 m,,0.48,,0.48,,,141.0413889,37.42333333
2021-07-04 06:39,T-0,TEPCO,0.5 m,,0.49,0.5,,,,141.0413889,37.42333333
2021-07-05 06:30,T-0,TEPCO,0.5 m,0.011,,0.28,,,1.6,141.0413889,37.42333333
2021-07-06 06:12,T-0,TEPCO,0.5 m,,0.49,0.65,,,,141.0413889,37.42333333
2021-07-07 06:13,T-0,TEPCO,0.5 m,,0.35,1.3,,,,141.0413889,37.42333333
2021-07-08 06:15,T-0,TEPCO,0.5 m,,0.59,,0.58,,,141.0413889,37.42333333
2021-07-09 06:17,T-0,TEPCO,0.5 m,,0.45,,0.51,,,141.0413889,37.42333333
2021-07-10 06:18,T-0,TEPCO,0.5 m,,0.51,0.85,,,,141.0413889,37.42333333
2021-07-11 07:29,T-0,TEPCO,0.5 m,,0.53,0.74,,,,141.0413889,37.42333333
2021-07-12 06:27,T-0,TEPCO,0.5 m,0.0036,,0.085,,,1.5,141.0413889,37.42333333
2021-07-13 06:16,T-0,TEPCO,0.5 m,,0.54,0.97,,,,141.0413889,37.42333333
2021-07-14 06:15,T-0,TEPCO,0.5 m,,0.39,,0.4,,,141.0413889,37.42333333
2021-07-15 06:15,T-0,TEPCO,0.5 m,,0.56,,0.43,,,141.0413889,37.42333333
2021-07-16 06:27,T-0,TEPCO,0.5 m,,0.43,,0.46,,,141.0413889,37.42333333
2021-07-17 06:18,T-0,TEPCO,0.5 m,,0.6,,0.62,,,141.0413889,37.42333333
2021-07-18 06:34,T-0,TEPCO,0.5 m,,0.57,0.65,,,,141.0413889,37.42333333
2021-07-19 06:34,T-0,TEPCO,0.5 m,,0.0012,0.033,,,1.5,141.0413889,37.42333333
2021-07-20 06:15,T-0,TEPCO,0.5 m,,0.41,,0.6,,,141.0413889,37.42333333
2021-07-21 06:18,T-0,TEPCO,0.5 m,,0.44,,0.49,,,141.0413889,37.42333333
2021-07-22 06:18,T-0,TEPCO,0.5 m,,0.45,,0.49,,,141.0413889,37.42333333
2021-07-23 06:17,T-0,TEPCO,0.5 m,,0.42,,0.53,,,141.0413889,37.42333333
2021-07-24 06:24,T-0,TEPCO,0.5 m,,0.63,,0.54,,,141.0413889,37.42333333
2021-07-25 06:24,T-0,TEPCO,0.5 m,,0.56,,0.49,,,141.0413889,37.42333333
2021-07-26 06:28,T-0,TEPCO,0.5 m,0.0053,,0.13,,,1.6,141.0413889,37.42333333
2021-07-28 06:28,T-0,TEPCO,0.5 m,,0.43,4.5,,,,141.0413889,37.42333333
2021-07-29 06:23,T-0,TEPCO,0.5 m,,0.38,1.3,,,,141.0413889,37.42333333
2021-07-30 06:14,T-0,TEPCO,0.5 m,,0.47,1.2,,,,141.0413889,37.42333333
2021-07-31 06:23,T-0,TEPCO,0.5 m,,0.64,,0.47,,,141.0413889,37.42333333
2021-08-01 06:23,T-0,TEPCO,0.5 m,,0.47,,0.49,,,141.0413889,37.42333333
2021-08-02 06:33,T-0,TEPCO,0.5 m,0.0084,,0.21,,,1.5,141.0413889,37.42333333
2021-08-03 06:23,T-0,TEPCO,0.5 m,,0.52,1.1,,,,141.0413889,37.42333333
2021-08-04 06:18,T-0,TEPCO,0.5 m,,0.37,0.86,,,,141.0413889,37.42333333
2021-08-05 06:15,T-0,TEPCO,0.5 m,,0.43,0.87,,,,141.0413889,37.42333333
2021-08-06 06:18,T-0,TEPCO,0.5 m,,0.42,,0.51,,,141.0413889,37.42333333
2021-08-07 06:17,T-0,TEPCO,0.5 m,,0.5,0.84,,,,141.0413889,37.42333333
2021-08-08 06:34,T-0,TEPCO,0.5 m,,0.61,,0.52,,,141.0413889,37.42333333
2021-08-09 06:34,T-0,TEPCO,0.5 m,0.022,,0.58,,,1.7,141.0413889,37.42333333
2021-08-10 06:23,T-0,TEPCO,0.5 m,,0.54,0.93,,,,141.0413889,37.42333333
2021-08-11 06:28,T-0,TEPCO,0.5 m,,0.6,,0.49,,,141.0413889,37.42333333
2021-08-12 06:23,T-0,TEPCO,0.5 m,,0.52,0.65,,,,141.0413889,37.42333333
2021-08-13 06:24,T-0,TEPCO,0.5 m,,0.69,,0.43,,,141.0413889,37.42333333
2021-08-14 06:27,T-0,TEPCO,0.5 m,,0.49,1.3,,,,141.0413889,37.42333333
2021-08-17 06:23,T-0,TEPCO,0.5 m,,0.43,0.58,,,,141.0413889,37.42333333
2021-08-18 06:37,T-0,TEPCO,0.5 m,0.015,,0.4,,,1.8,141.0413889,37.42333333
2021-08-19 06:18,T-0,TEPCO,0.5 m,,0.74,2.2,,,,141.0413889,37.42333333
2021-08-20 06:23,T-0,TEPCO,0.5 m,,0.46,0.88,,,,141.0413889,37.42333333
2021-08-21 06:23,T-0,TEPCO,0.5 m,,0.54,,0.49,,,141.0413889,37.42333333
2021-08-22 06:50,T-0,TEPCO,0.5 m,,0.49,,0.46,,,141.0413889,37.42333333
2021-08-23 06:39,T-0,TEPCO,0.5 m,,0.0012,0.018,,,1.6,141.0413889,37.42333333
2021-08-24 06:14,T-0,TEPCO,0.5 m,,0.42,1.3,,,,141.0413889,37.42333333
2021-08-25 06:15,T-0,TEPCO,0.5 m,,0.53,,0.64,,,141.0413889,37.42333333
2021-08-26 06:16,T-0,TEPCO,0.5 m,,0.48,0.89,,,,141.0413889,37.42333333
2021-08-27 06:18,T-0,TEPCO,0.5 m,,0.57,,0.52,,,141.0413889,37.42333333
2021-08-28 06:16,T-0,TEPCO,0.5 m,,0.42,,0.53,,,141.0413889,37.42333333
2021-08-29 06:29,T-0,TEPCO,0.5 m,,0.43,,0.52,,,141.0413889,37.42333333
2021-08-30 06:37,T-0,TEPCO,0.5 m,0.0047,,0.14,,,1.8,141.0413889,37.42333333
2021-08-31 06:18,T-0,TEPCO,0.5 m,,0.49,,0.54,,,141.0413889,37.42333333
2021-09-01 06:19,T-0,TEPCO,0.5 m,,0.46,,0.43,,,141.0413889,37.42333333
2021-09-02 06:18,T-0,TEPCO,0.5 m,,0.48,0.76,,,,141.0413889,37.42333333
2021-09-03 06:18,T-0,TEPCO,0.5 m,,0.41,,0.56,,,141.0413889,37.42333333
2021-09-04 06:19,T-0,TEPCO,0.5 m,,0.52,2.1,,,,141.0413889,37.42333333
2021-09-05 06:23,T-0,TEPCO,0.5 m,,0.35,0.75,,,,141.0413889,37.42333333
2021-09-07 06:23,T-0,TEPCO,0.5 m,,0.56,0.75,,,,141.0413889,37.42333333
2021-09-08 06:34,T-0,TEPCO,0.5 m,0.014,,0.37,,2.1,,141.0413889,37.42333333
2021-09-09 06:18,T-0,TEPCO,0.5 m,,0.41,0.67,,,,141.0413889,37.42333333
2021-09-10 06:16,T-0,TEPCO,0.5 m,,0.42,,0.49,,,141.0413889,37.42333333
2021-09-11 06:23,T-0,TEPCO,0.5 m,,0.44,0.5,,,,141.0413889,37.42333333
2021-09-12 06:18,T-0,TEPCO,0.5 m,,0.57,,0.59,,,141.0413889,37.42333333
2021-09-13 06:29,T-0,TEPCO,0.5 m,0.012,,0.3,,2.1,,141.0413889,37.42333333
2021-09-14 06:18,T-0,TEPCO,0.5 m,,0.46,,0.54,,,141.0413889,37.42333333
2021-09-15 06:16,T-0,TEPCO,0.5 m,,0.6,,0.45,,,141.0413889,37.42333333
2021-09-16 06:18,T-0,TEPCO,0.5 m,,0.3,,0.52,,,141.0413889,37.42333333
2021-09-17 06:15,T-0,TEPCO,0.5 m,,0.42,,0.54,,,141.0413889,37.42333333
2021-09-18 06:23,T-0,TEPCO,0.5 m,,0.55,,0.46,,,141.0413889,37.42333333
2021-09-19 06:19,T-0,TEPCO,0.5 m,,0.52,,0.49,,,141.0413889,37.42333333
2021-09-20 06:37,T-0,TEPCO,0.5 m,0.013,,0.33,,,1.5,141.0413889,37.42333333
2021-09-21 06:18,T-0,TEPCO,0.5 m,,0.47,0.57,,,,141.0413889,37.42333333
2021-09-22 06:16,T-0,TEPCO,0.5 m,,0.58,0.76,,,,141.0413889,37.42333333
2021-09-23 06:18,T-0,TEPCO,0.5 m,,0.48,,0.54,,,141.0413889,37.42333333
2021-09-24 06:17,T-0,TEPCO,0.5 m,,0.57,,0.49,,,141.0413889,37.42333333
2021-09-25 06:15,T-0,TEPCO,0.5 m,,0.54,,0.46,,,141.0413889,37.42333333
2021-09-26 06:18,T-0,TEPCO,0.5 m,,0.47,,0.46,,,141.0413889,37.42333333
2021-09-27 06:37,T-0,TEPCO,0.5 m,,0.0013,0.019,,,1.6,141.0413889,37.42333333
2021-09-28 06:18,T-0,TEPCO,0.5 m,,0.4,,0.51,,,141.0413889,37.42333333
2021-09-29 06:16,T-0,TEPCO,0.5 m,,0.43,,0.55,,,141.0413889,37.42333333
2021-09-30 06:14,T-0,TEPCO,0.5 m,,0.51,,0.49,,,141.0413889,37.42333333
2021-10-01 07:13,T-0,TEPCO,0.5 m,,0.47,,0.5,,,141.0413889,37.42333333
2021-10-03 06:49,T-0,TEPCO,0.5 m,,0.59,0.86,,,,141.0413889,37.42333333
2021-10-04 06:42,T-0,TEPCO,0.5 m,0.013,,0.33,,,1.6,141.0413889,37.42333333
2021-10-05 06:38,T-0,TEPCO,0.5 m,,0.46,1.3,,,,141.0413889,37.42333333
2021-10-06 06:43,T-0,TEPCO,0.5 m,,0.37,,0.54,,,141.0413889,37.42333333
2021-10-07 06:41,T-0,TEPCO,0.5 m,,0.41,,0.48,,,141.0413889,37.42333333
2021-10-08 06:40,T-0,TEPCO,0.5 m,,0.55,,0.46,,,141.0413889,37.42333333
2021-10-09 06:46,T-0,TEPCO,0.5 m,,0.49,,0.53,,,141.0413889,37.42333333
2021-10-10 06:33,T-0,TEPCO,0.5 m,,0.57,,0.51,,,141.0413889,37.42333333
2021-10-11 06:47,T-0,TEPCO,0.5 m,0.0027,,0.073,,,1.5,141.0413889,37.42333333
2021-10-12 06:28,T-0,TEPCO,0.5 m,,0.42,,0.4,,,141.0413889,37.42333333
2021-10-13 06:28,T-0,TEPCO,0.5 m,,0.54,2.1,,,,141.0413889,37.42333333
2021-10-14 06:32,T-0,TEPCO,0.5 m,,0.41,,0.51,,,141.0413889,37.42333333
2021-10-15 06:29,T-0,TEPCO,0.5 m,,0.42,0.79,,,,141.0413889,37.42333333
2021-10-16 06:31,T-0,TEPCO,0.5 m,,0.61,,0.46,,,141.0413889,37.42333333
2021-10-17 06:37,T-0,TEPCO,0.5 m,,0.44,,0.65,,,141.0413889,37.42333333
2021-10-18 06:51,T-0,TEPCO,0.5 m,0.0087,,0.25,,,1.7,141.0413889,37.42333333
2021-10-19 06:28,T-0,TEPCO,0.5 m,,0.55,,0.51,,,141.0413889,37.42333333
2021-10-20 06:26,T-0,TEPCO,0.5 m,,0.47,,0.49,,,141.0413889,37.42333333
2021-10-21 06:24,T-0,TEPCO,0.5 m,,0.48,,0.53,,,141.0413889,37.42333333
2021-10-22 06:26,T-0,TEPCO,0.5 m,,0.64,,0.62,,,141.0413889,37.42333333
2021-10-23 06:23,T-0,TEPCO,0.5 m,,0.5,,0.53,,,141.0413889,37.42333333
2021-10-24 06:39,T-0,TEPCO,0.5 m,,0.47,,0.49,,,141.0413889,37.42333333
2021-10-25 06:49,T-0,TEPCO,0.5 m,0.0041,,0.12,,,1.6,141.0413889,37.42333333
2021-10-27 06:26,T-0,TEPCO,0.5 m,,0.47,1.4,,,,141.0413889,37.42333333
2021-10-28 06:28,T-0,TEPCO,0.5 m,,0.4,0.79,,,,141.0413889,37.42333333
2021-10-29 06:25,T-0,TEPCO,0.5 m,,0.42,,0.4,,,141.0413889,37.42333333
2021-10-30 06:26,T-0,TEPCO,0.5 m,,0.41,,0.54,,,141.0413889,37.42333333
2021-10-31 06:49,T-0,TEPCO,0.5 m,,0.52,,0.48,,,141.0413889,37.42333333
2021-11-01 06:48,T-0,TEPCO,0.5 m,0.0073,,0.21,,,1.6,141.0413889,37.42333333
2021-11-02 06:38,T-0,TEPCO,0.5 m,,0.39,0.5,,,,141.0413889,37.42333333
2021-11-03 06:41,T-0,TEPCO,0.5 m,,0.38,,0.46,,,141.0413889,37.42333333
2021-11-04 06:26,T-0,TEPCO,0.5 m,,0.5,,0.58,,,141.0413889,37.42333333
2021-11-05 06:27,T-0,TEPCO,0.5 m,,0.55,,0.63,,,141.0413889,37.42333333
2021-11-06 06:26,T-0,TEPCO,0.5 m,,0.56,,0.51,,,141.0413889,37.42333333
2021-11-07 06:28,T-0,TEPCO,0.5 m,,0.37,,0.48,,,141.0413889,37.42333333
2021-11-08 06:41,T-0,TEPCO,0.5 m,0.0025,,0.076,,,1.7,141.0413889,37.42333333
2021-11-09 06:25,T-0,TEPCO,0.5 m,,0.49,,0.43,,,141.0413889,37.42333333
2021-11-10 06:26,T-0,TEPCO,0.5 m,,0.37,1,,,,141.0413889,37.42333333
2021-11-11 06:26,T-0,TEPCO,0.5 m,,0.32,0.72,,,,141.0413889,37.42333333
2021-11-12 06:27,T-0,TEPCO,0.5 m,,0.39,0.47,,,,141.0413889,37.42333333
2021-11-13 06:26,T-0,TEPCO,0.5 m,,0.4,,0.51,,,141.0413889,37.42333333
2021-11-14 06:47,T-0,TEPCO,0.5 m,,0.44,,0.51,,,141.0413889,37.42333333
2021-11-15 07:07,T-0,TEPCO,0.5 m,0.0066,,0.2,,,1.4,141.0413889,37.42333333
2021-11-16 06:26,T-0,TEPCO,0.5 m,,0.44,,0.54,,,141.0413889,37.42333333
2021-11-17 06:24,T-0,TEPCO,0.5 m,,0.44,,0.46,,,141.0413889,37.42333333
2021-11-18 06:24,T-0,TEPCO,0.5 m,,0.43,,0.56,,,141.0413889,37.42333333
2021-11-19 06:32,T-0,TEPCO,0.5 m,,0.47,0.75,,,,141.0413889,37.42333333
2021-11-20 06:26,T-0,TEPCO,0.5 m,,0.37,,0.4,,,141.0413889,37.42333333
2021-11-21 06:43,T-0,TEPCO,0.5 m,,0.46,,0.39,,,141.0413889,37.42333333
2021-11-22 06:52,T-0,TEPCO,0.5 m,0.0016,,0.045,,,1.7,141.0413889,37.42333333
2021-11-23 06:33,T-0,TEPCO,0.5 m,,0.43,,0.59,,,141.0413889,37.42333333
2021-11-24 06:43,T-0,TEPCO,0.5 m,,0.47,,0.43,,,141.0413889,37.42333333
2021-11-25 06:38,T-0,TEPCO,0.5 m,,0.61,,0.54,,,141.0413889,37.42333333
2021-11-26 06:33,T-0,TEPCO,0.5 m,,0.54,,0.52,,,141.0413889,37.42333333
2021-11-27 06:33,T-0,TEPCO,0.5 m,,0.42,,0.58,,,141.0413889,37.42333333
2021-11-28 06:32,T-0,TEPCO,0.5 m,,0.37,,0.56,,,141.0413889,37.42333333
2021-11-29 06:52,T-0,TEPCO,0.5 m,0.0014,,0.039,,,1.6,141.0413889,37.42333333
2021-11-30 06:29,T-0,TEPCO,0.5 m,,0.55,,0.52,,,141.0413889,37.42333333
2021-12-02 06:33,T-0,TEPCO,0.5 m,,0.49,0.57,,,,141.0413889,37.42333333
2021-12-03 06:40,T-0,TEPCO,0.5 m,,0.39,0.49,,,,141.0413889,37.42333333
2021-12-04 06:28,T-0,TEPCO,0.5 m,,0.47,,0.56,,,141.0413889,37.42333333
2021-12-05 06:32,T-0,TEPCO,0.5 m,,0.47,,0.51,,,141.0413889,37.42333333
2021-12-06 06:44,T-0,TEPCO,0.5 m,0.002,,0.058,,,1.7,141.0413889,37.42333333
2021-12-07 06:28,T-0,TEPCO,0.5 m,,0.4,,0.49,,,141.0413889,37.42333333
2021-12-11 06:41,T-0,TEPCO,0.5 m,,0.35,,0.51,,,141.0413889,37.42333333
2021-12-12 06:32,T-0,TEPCO,0.5 m,,0.62,,0.52,,,141.0413889,37.42333333
