begperiod,station,org,depth,Cs-134,Cs-134_nd,Cs-137,Cs-137_nd,H-3,H-3_nd,lon,lat
2022-07-05 08:15,T-1,TEPCO,0.5 m,,0.73,,0.63,,,141.0344444,37.43111111
2022-07-06 08:45,T-1,TEPCO,0.5 m,,0.74,,0.88,,,141.0344444,37.43111111
2022-07-07 09:15,T-1,TEPCO,0.5 m,,0.83,,0.75,,,141.0344444,37.43111111
2022-07-08 07:45,T-1,TEPCO,0.5 m,,0.79,,0.63,,,141.0344444,37.43111111
2022-07-09 08:20,T-1,TEPCO,0.5 m,,0.76,,0.68,,,141.0344444,37.43111111
2022-07-10 08:05,T-1,TEPCO,0.5 m,,0.61,,0.72,,,141.0344444,37.43111111
2022-07-11 08:05,T-1,TEPCO,0.5 m,,0.83,,0.67,,,141.0344444,37.43111111
2022-07-12 08:05,T-1,TEPCO,0.5 m,,0.61,,0.75,,,141.0344444,37.43111111
2022-07-13 08:20,T-1,TEPCO,0.5 m,,0.83,,0.59,,,141.0344444,37.43111111
2022-07-14 09:10,T-1,TEPCO,0.5 m,0.0025,,0.094,,,0.32,141.0344444,37.43111111
2022-07-15 08:40,T-1,TEPCO,0.5 m,,0.81,,0.88,,,141.0344444,37.43111111
2022-07-16 08:45,T-1,TEPCO,0.5 m,,0.71,,0.81,,,141.0344444,37.43111111
2022-07-17 07:55,T-1,TEPCO,0.5 m,,0.54,,0.9,,,141.0344444,37.43111111
2022-07-18 08:16,T-1,TEPCO,0.5 m,,0.0012,0.045,,,0.32,141.0344444,37.43111111
2022-07-19 08:41,T-1,TEPCO,0.5 m,,0.83,,0.71,,,141.0344444,37.43111111
2022-07-20 08:50,T-1,TEPCO,0.5 m,,0.58,,0.59,,,141.0344444,37.43111111
2022-07-21 08:05,T-1,TEPCO,0.5 m,,0.63,,0.79,,,141.0344444,37.43111111
2022-07-22 08:15,T-1,TEPCO,0.5 m,,0.65,,0.79,,,141.0344444,37.43111111
2022-07-23 08:20,T-1,TEPCO,0.5 m,,0.6,,0.75,,,141.0344444,37.43111111
2022-07-24 07:55,T-1,TEPCO,0.5 m,,0.86,,0.68,,,141.0344444,37.43111111
2022-07-25 08:25,T-1,TEPCO,0.5 m,0.0021,,0.073,,0.36,,141.0344444,37.43111111
2022-07-26 08:35,T-1,TEPCO,0.5 m,,0.68,,0.75,,,141.0344444,37.43111111
2022-07-27 08:05,T-1,TEPCO,0.5 m,,0.81,,0.6,,,141.0344444,37.43111111
2022-07-28 08:20,T-1,TEPCO,0.5 m,,0.76,,0.63,,,141.0344444,37.43111111
2022-07-29 08:00,T-1,TEPCO,0.5 m,,0.69,,0.58,,,141.0344444,37.43111111
2022-07-30 07:56,T-1,TEPCO,0.5 m,,0.6,,0.75,,,141.0344444,37.43111111
2022-07-31 07:50,T-1,TEPCO,0.5 m,,0.61,,0.63,,,141.0344444,37.43111111
2022-08-01 08:30,T-1,TEPCO,0.5 m,,0.0012,0.023,,,0.32,141.0344444,37.43111111
2022-08-02 08:21,T-1,TEPCO,0.5 m,,0.71,,0.75,,,141.0344444,37.43111111
2022-08-03 08:05,T-1,TEPCO,0.5 m,,0.73,,0.67,,,141.0344444,37.43111111
2022-08-04 09:10,T-1,TEPCO,0.5 m,,0.54,,0.75,,,141.0344444,37.43111111
2022-08-05 08:20,T-1,TEPCO,0.5 m,,0.68,,0.78,,,141.0344444,37.43111111
2022-08-06 08:11,T-1,TEPCO,0.5 m,,0.76,,0.67,,,141.0344444,37.43111111
2022-08-07 07:55,T-1,TEPCO,0.5 m,,0.51,,0.63,,,141.0344444,37.43111111
2022-08-08 08:05,T-1,TEPCO,0.5 m,0.0036,,0.14,,1,,141.0344444,37.43111111
2022-08-09 08:05,T-1,TEPCO,0.5 m,,0.79,,0.75,,,141.0344444,37.43111111
2022-08-10 08:48,T-1,TEPCO,0.5 m,,0.62,,0.82,,,141.0344444,37.43111111
2022-08-11 07:45,T-1,TEPCO,0.5 m,,0.77,,0.71,,,141.0344444,37.43111111
2022-08-12 07:53,T-1,TEPCO,0.5 m,,0.72,,0.74,,,141.0344444,37.43111111
2022-08-13 07:50,T-1,TEPCO,0.5 m,,0.7,,0.67,,,141.0344444,37.43111111
2022-08-14 08:00,T-1,TEPCO,0.5 m,,0.6,,0.63,,,141.0344444,37.43111111
2022-08-15 07:55,T-1,TEPCO,0.5 m,,0.66,,0.62,,,141.0344444,37.43111111
2022-08-16 07:51,T-1,TEPCO,0.5 m,,0.79,,0.84,,,141.0344444,37.43111111
2022-08-17 08:17,T-1,TEPCO,0.5 m,0.0024,,0.092,,0.38,,141.0344444,37.43111111
2022-08-18 08:05,T-1,TEPCO,0.5 m,,0.89,,0.67,,,141.0344444,37.43111111
2022-08-19 07:57,T-1,TEPCO,0.5 m,,0.88,,0.8,,,141.0344444,37.43111111
2022-08-20 08:05,T-1,TEPCO,0.5 m,,0.65,,0.53,,,141.0344444,37.43111111
2022-08-21 07:40,T-1,TEPCO,0.5 m,,0.55,,0.65,,,141.0344444,37.43111111
2022-08-22 08:25,T-1,TEPCO,0.5 m,0.0021,,0.076,,0.37,,141.0344444,37.43111111
2022-08-23 08:10,T-1,TEPCO,0.5 m,,0.66,,0.72,,,141.0344444,37.43111111
2022-08-24 08:53,T-1,TEPCO,0.5 m,,0.54,,0.79,,,141.0344444,37.43111111
2022-08-25 08:00,T-1,TEPCO,0.5 m,,0.89,,0.72,,,141.0344444,37.43111111
2022-08-26 08:26,T-1,TEPCO,0.5 m,,0.65,,0.63,,,141.0344444,37.43111111
2022-08-27 07:51,T-1,TEPCO,0.5 m,,0.68,,0.63,,,141.0344444,37.43111111
2022-08-28 07:55,T-1,TEPCO,0.5 m,,0.41,,0.54,,,141.0344444,37.43111111
2022-08-29 08:30,T-1,TEPCO,0.5 m,0.0019,,0.083,,0.46,,141.0344444,37.43111111
2022-08-30 08:06,T-1,TEPCO,0.5 m,,0.77,,0.79,,,141.0344444,37.43111111
2022-08-31 08:20,T-1,TEPCO,0.5 m,,0.72,,0.75,,,141.0344444,37.43111111
2022-09-01 08:30,T-1,TEPCO,0.5 m,,0.83,,0.75,,,141.0344444,37.43111111
2022-09-02 08:06,T-1,TEPCO,0.5 m,,0.81,,0.79,,,141.0344444,37.43111111
2022-09-03 07:50,T-1,TEPCO,0.5 m,,0.87,,0.63,,,141.0344444,37.43111111
2022-09-04 07:35,T-1,TEPCO,0.5 m,,0.63,,0.53,,,141.0344444,37.43111111
2022-09-05 08:10,T-1,TEPCO,0.5 m,0.002,,0.078,,0.89,,141.0344444,37.43111111
2022-09-06 08:20,T-1,TEPCO,0.5 m,,0.59,,0.71,,,141.0344444,37.43111111
2022-09-07 08:40,T-1,TEPCO,0.5 m,,0.66,,0.75,,,141.0344444,37.43111111
2022-09-08 09:00,T-1,TEPCO,0.5 m,,0.62,,0.68,,,141.0344444,37.43111111
2022-09-09 08:00,T-1,TEPCO,0.5 m,,0.68,,0.72,,,141.0344444,37.43111111
2022-09-10 08:16,T-1,TEPCO,0.5 m,,0.73,,0.9,,,141.0344444,37.43111111
2022-09-11 08:00,T-1,TEPCO,0.5 m,,0.68,,0.69,,,141.0344444,37.43111111
2022-09-12 08:15,T-1,TEPCO,0.5 m,,0.0012,0.029,,,0.32,141.0344444,37.43111111
2022-09-13 08:00,T-1,TEPCO,0.5 m,,0.72,,0.79,,,141.0344444,37.43111111
2022-09-14 08:00,T-1,TEPCO,0.5 m,,0.73,,0.82,,,141.0344444,37.43111111
2022-09-15 08:16,T-1,TEPCO,0.5 m,,0.73,,0.84,,,141.0344444,37.43111111
2022-09-16 08:15,T-1,TEPCO,0.5 m,,0.63,,0.75,,,141.0344444,37.43111111
2022-09-17 08:10,T-1,TEPCO,0.5 m,,0.73,,0.63,,,141.0344444,37.43111111
2022-09-18 08:10,T-1,TEPCO,0.5 m,,0.64,,0.79,,,141.0344444,37.43111111
2022-09-19 08:00,T-1,TEPCO,0.5 m,0.0031,,0.13,,0.34,,141.0344444,37.43111111
2022-09-21 07:58,T-1,TEPCO,0.5 m,,0.68,,0.53,,,141.0344444,37.43111111
2022-09-22 07:50,T-1,TEPCO,0.5 m,,0.6,,0.68,,,141.0344444,37.43111111
2022-09-23 07:50,T-1,TEPCO,0.5 m,,0.63,,0.72,,,141.0344444,37.43111111
2022-09-24 07:55,T-1,TEPCO,0.5 m,,0.7,,0.68,,,141.0344444,37.43111111
2022-09-25 08:00,T-1,TEPCO,0.5 m,,0.67,,0.85,,,141.0344444,37.43111111
2022-09-26 08:00,T-1,TEPCO,0.5 m,0.0035,,0.14,,0.42,,141.0344444,37.43111111
2022-09-27 08:20,T-1,TEPCO,0.5 m,,0.59,,0.84,,,141.0344444,37.43111111
2022-09-28 08:20,T-1,TEPCO,0.5 m,,0.81,,0.67,,,141.0344444,37.43111111
2022-09-29 08:10,T-1,TEPCO,0.5 m,,0.71,,0.82,,,141.0344444,37.43111111
2022-09-30 08:32,T-1,TEPCO,0.5 m,,0.58,,0.82,,,141.0344444,37.43111111
2022-10-01 08:10,T-1,TEPCO,0.5 m,,0.61,,0.68,,,141.0344444,37.43111111
2022-10-02 07:55,T-1,TEPCO,0.5 m,,0.74,,0.79,,,141.0344444,37.43111111
2022-10-03 08:35,T-1,TEPCO,0.5 m,,0.0013,0.055,,,0.32,141.0344444,37.43111111
2022-10-04 07:40,T-1,TEPCO,0.5 m,,0.75,,0.82,,,141.0344444,37.43111111
2022-10-05 07:40,T-1,TEPCO,0.5 m,,0.69,,0.81,,,141.0344444,37.43111111
2022-10-06 07:56,T-1,TEPCO,0.5 m,,0.61,,0.65,,,141.0344444,37.43111111
2022-10-07 07:55,T-1,TEPCO,0.5 m,,0.53,,0.87,,,141.0344444,37.43111111
2022-10-08 08:00,T-1,TEPCO,0.5 m,,0.85,,0.63,,,141.0344444,37.43111111
2022-10-09 07:35,T-1,TEPCO,0.5 m,,0.67,,0.72,,,141.0344444,37.43111111
2022-10-10 08:05,T-1,TEPCO,0.5 m,,0.75,,0.69,,,141.0344444,37.43111111
2022-10-11 07:40,T-1,TEPCO,0.5 m,,0.54,,0.72,,,141.0344444,37.43111111
2022-10-12 08:15,T-1,TEPCO,0.5 m,0.0023,,0.071,,,0.32,141.0344444,37.43111111
2022-10-13 07:35,T-1,TEPCO,0.5 m,,0.63,,0.88,,,141.0344444,37.43111111
2022-10-14 07:50,T-1,TEPCO,0.5 m,,0.83,,0.59,,,141.0344444,37.43111111
2022-10-15 08:01,T-1,TEPCO,0.5 m,,0.69,,0.84,,,141.0344444,37.43111111
2022-10-16 08:00,T-1,TEPCO,0.5 m,,0.68,,0.51,,,141.0344444,37.43111111
2022-10-17 08:00,T-1,TEPCO,0.5 m,0.0012,,0.044,,,0.34,141.0344444,37.43111111
2022-10-18 07:50,T-1,TEPCO,0.5 m,,0.75,,0.79,,,141.0344444,37.43111111
2022-10-19 08:05,T-1,TEPCO,0.5 m,,0.65,,0.72,,,141.0344444,37.43111111
2022-10-20 08:05,T-1,TEPCO,0.5 m,,0.65,,0.72,,,141.0344444,37.43111111
2022-10-21 07:33,T-1,TEPCO,0.5 m,,0.7,,0.67,,,141.0344444,37.43111111
2022-10-22 08:20,T-1,TEPCO,0.5 m,,0.59,,0.71,,,141.0344444,37.43111111
2022-10-23 07:35,T-1,TEPCO,0.5 m,,0.85,,0.78,,,141.0344444,37.43111111
2022-10-24 08:10,T-1,TEPCO,0.5 m,,0.0012,0.032,,,0.32,141.0344444,37.43111111
2022-10-25 08:00,T-1,TEPCO,0.5 m,,0.75,,0.63,,,141.0344444,37.43111111
2022-10-26 07:50,T-1,TEPCO,0.5 m,,0.51,,0.81,,,141.0344444,37.43111111
2022-10-27 07:40,T-1,TEPCO,0.5 m,,0.68,,0.72,,,141.0344444,37.43111111
2022-10-28 07:45,T-1,TEPCO,0.5 m,,0.44,,0.82,,,141.0344444,37.43111111
2022-10-29 07:55,T-1,TEPCO,0.5 m,,0.62,,0.72,,,141.0344444,37.43111111
2022-10-30 07:38,T-1,TEPCO,0.5 m,,0.68,,0.63,,,141.0344444,37.43111111
2022-10-31 08:05,T-1,TEPCO,0.5 m,,0.0012,0.035,,,0.32,141.0344444,37.43111111
2022-11-01 08:05,T-1,TEPCO,0.5 m,,0.52,,0.72,,,141.0344444,37.43111111
2022-11-02 08:05,T-1,TEPCO,0.5 m,,0.73,,0.6,,,141.0344444,37.43111111
2022-11-03 08:05,T-1,TEPCO,0.5 m,,0.81,,0.68,,,141.0344444,37.43111111
2022-11-04 07:40,T-1,TEPCO,0.5 m,,0.8,,0.81,,,141.0344444,37.43111111
2022-11-05 07:50,T-1,TEPCO,0.5 m,,0.78,,0.82,,,141.0344444,37.43111111
2022-11-06 07:32,T-1,TEPCO,0.5 m,,0.7,,0.82,,,141.0344444,37.43111111
2022-11-07 08:40,T-1,TEPCO,0.5 m,0.0025,,0.12,,0.55,,141.0344444,37.43111111
2022-11-08 07:55,T-1,TEPCO,0.5 m,,0.8,,0.71,,,141.0344444,37.43111111
2022-11-09 07:35,T-1,TEPCO,0.5 m,,0.71,,0.87,,,141.0344444,37.43111111
2022-11-10 08:05,T-1,TEPCO,0.5 m,,0.87,,0.72,,,141.0344444,37.43111111
2022-11-11 07:55,T-1,TEPCO,0.5 m,,0.68,,0.75,,,141.0344444,37.43111111
2022-11-12 08:05,T-1,TEPCO,0.5 m,,0.74,,0.82,,,141.0344444,37.43111111
2022-11-13 07:45,T-1,TEPCO,0.5 m,,0.71,,0.63,,,141.0344444,37.43111111
2022-11-14 08:00,T-1,TEPCO,0.5 m,,0.0012,0.035,,,0.31,141.0344444,37.43111111
2022-11-15 07:38,T-1,TEPCO,0.5 m,,0.71,,0.79,,,141.0344444,37.43111111
2022-11-16 08:00,T-1,TEPCO,0.5 m,,0.53,,0.81,,,141.0344444,37.43111111
2022-11-17 07:50,T-1,TEPCO,0.5 m,,0.87,,0.63,,,141.0344444,37.43111111
2022-11-18 07:56,T-1,TEPCO,0.5 m,,0.54,,0.85,,,141.0344444,37.43111111
2022-11-19 08:11,T-1,TEPCO,0.5 m,,0.57,,0.57,,,141.0344444,37.43111111
2022-11-20 07:50,T-1,TEPCO,0.5 m,,0.6,,0.82,,,141.0344444,37.43111111
2022-11-21 08:30,T-1,TEPCO,0.5 m,,0.0012,0.037,,,0.32,141.0344444,37.43111111
2022-11-22 08:00,T-1,TEPCO,0.5 m,,0.61,,0.87,,,141.0344444,37.43111111
2022-11-23 07:42,T-1,TEPCO,0.5 m,,0.63,,0.75,,,141.0344444,37.43111111
2022-11-24 08:18,T-1,TEPCO,0.5 m,,0.7,,0.58,,,141.0344444,37.43111111
2022-11-25 07:40,T-1,TEPCO,0.5 m,,0.71,,0.75,,,141.0344444,37.43111111
2022-11-26 07:52,T-1,TEPCO,0.5 m,,0.75,,0.79,,,141.0344444,37.43111111
2022-11-27 07:50,T-1,TEPCO,0.5 m,,0.82,,0.6,,,141.0344444,37.43111111
2022-11-28 07:50,T-1,TEPCO,0.5 m,0.0024,,0.08,,,0.33,141.0344444,37.43111111
2022-11-29 07:45,T-1,TEPCO,0.5 m,,0.65,,0.82,,,141.0344444,37.43111111
2022-11-30 07:27,T-1,TEPCO,0.5 m,,0.52,,0.85,,,141.0344444,37.43111111
2022-12-01 07:50,T-1,TEPCO,0.5 m,,0.6,,0.68,,,141.0344444,37.43111111
2022-12-02 08:00,T-1,TEPCO,0.5 m,,0.7,,0.74,,,141.0344444,37.43111111
2022-12-03 07:20,T-1,TEPCO,0.5 m,,0.85,,0.75,,,141.0344444,37.43111111
2022-12-04 07:20,T-1,TEPCO,0.5 m,,0.88,,0.74,,,141.0344444,37.43111111
2022-12-05 08:00,T-1,TEPCO,0.5 m,0.0031,,0.11,,0.45,,141.0344444,37.43111111
2022-12-06 08:45,T-1,TEPCO,0.5 m,,0.85,,0.63,,,141.0344444,37.43111111
2022-12-07 07:38,T-1,TEPCO,0.5 m,,0.77,,0.72,,,141.0344444,37.43111111
2022-12-08 07:44,T-1,TEPCO,0.5 m,,0.71,,0.85,,,141.0344444,37.43111111
2022-12-09 07:45,T-1,TEPCO,0.5 m,,0.68,,0.82,,,141.0344444,37.43111111
2022-12-10 08:10,T-1,TEPCO,0.5 m,,0.61,,0.59,,,141.0344444,37.43111111
2022-12-11 07:40,T-1,TEPCO,0.5 m,,0.57,,0.65,,,141.0344444,37.43111111
2022-12-12 07:45,T-1,TEPCO,0.5 m,0.0022,,0.082,,,0.31,141.0344444,37.43111111
2022-12-13 07:30,T-1,TEPCO,0.5 m,,0.79,,0.68,,,141.0344444,37.43111111
2022-12-14 08:30,T-1,TEPCO,0.5 m,,0.63,,0.75,,,141.0344444,37.43111111
2022-12-15 07:28,T-1,TEPCO,0.5 m,,0.9,,0.79,,,141.0344444,37.43111111
2022-12-16 07:50,T-1,TEPCO,0.5 m,,0.7,,0.68,,,141.0344444,37.43111111
2022-12-17 08:20,T-1,TEPCO,0.5 m,,0.75,,0.63,,,141.0344444,37.43111111
2022-12-18 07:16,T-1,TEPCO,0.5 m,,0.77,,0.62,,,141.0344444,37.43111111
2022-12-19 08:20,T-1,TEPCO,0.5 m,0.0024,,0.11,,,0.32,141.0344444,37.43111111
2022-12-20 07:55,T-1,TEPCO,0.5 m,,0.61,,0.8,,,141.0344444,37.43111111
2022-12-21 07:43,T-1,TEPCO,0.5 m,,0.7,,0.59,,,141.0344444,37.43111111
2022-12-22 09:04,T-1,TEPCO,0.5 m,,0.63,,0.79,,,141.0344444,37.43111111
2022-12-23 07:15,T-1,TEPCO,0.5 m,,0.68,,0.68,,,141.0344444,37.43111111
2022-12-24 08:25,T-1,TEPCO,0.5 m,,0.63,,0.77,,,141.0344444,37.43111111
2022-12-25 08:00,T-1,TEPCO,0.5 m,,0.65,,0.73,,,141.0344444,37.43111111
2022-12-26 07:55,T-1,TEPCO,0.5 m,0.0022,,0.073,,,0.31,141.0344444,37.43111111
2022-12-27 08:16,T-1,TEPCO,0.5 m,,0.82,,0.7,,,141.0344444,37.43111111
2022-12-28 07:45,T-1,TEPCO,0.5 m,,0.97,,0.82,,,141.0344444,37.43111111
2022-12-29 08:30,T-1,TEPCO,0.5 m,,0.72,,0.79,,,141.0344444,37.43111111
2022-12-30 07:52,T-1,TEPCO,0.5 m,,0.53,,0.69,,,141.0344444,37.43111111
2022-12-31 08:00,T-1,TEPCO,0.5 m,,0.49,,0.58,,,141.0344444,37.43111111
2023-01-01 08:10,T-1,TEPCO,0.5 m,,0.69,,0.59,,,141.0344444,37.43111111
2023-01-02 07:57,T-1,TEPCO,0.5 m,,0.0012,0.06,,,0.3,141.0344444,37.43111111
2023-01-03 08:05,T-1,TEPCO,0.5 m,,0.69,,0.6,,,141.0344444,37.43111111
2023-01-04 07:50,T-1,TEPCO,0.5 m,,0.6,,0.65,,,141.0344444,37.43111111
2023-01-05 07:53,T-1,TEPCO,0.5 m,,0.81,,0.68,,,141.0344444,37.43111111
2023-01-06 07:40,T-1,TEPCO,0.5 m,,0.62,,0.65,,,141.0344444,37.43111111
2023-01-07 07:45,T-1,TEPCO,0.5 m,,0.63,,0.68,,,141.0344444,37.43111111
2023-01-08 07:15,T-1,TEPCO,0.5 m,,0.82,,0.75,,,141.0344444,37.43111111
2023-01-09 07:50,T-1,TEPCO,0.5 m,0.0022,,0.1,,0.54,,141.0344444,37.43111111
2023-01-10 07:58,T-1,TEPCO,0.5 m,,0.51,,0.79,,,141.0344444,37.43111111
2023-01-11 07:40,T-1,TEPCO,0.5 m,,0.62,,0.82,,,141.0344444,37.43111111
2023-01-12 07:35,T-1,TEPCO,0.5 m,,0.62,,0.68,,,141.0344444,37.43111111
2023-01-13 07:55,T-1,TEPCO,0.5 m,,0.56,,0.69,,,141.0344444,37.43111111
2023-01-14 07:58,T-1,TEPCO,0.5 m,,0.78,,0.82,,,141.0344444,37.43111111
2023-01-15 07:40,T-1,TEPCO,0.5 m,,0.52,,0.73,,,141.0344444,37.43111111
2023-01-16 07:38,T-1,TEPCO,0.5 m,,0.76,,0.75,,,141.0344444,37.43111111
2023-01-17 07:45,T-1,TEPCO,0.5 m,,0.74,,0.75,,,141.0344444,37.43111111
2023-01-18 07:55,T-1,TEPCO,0.5 m,,0.0013,0.048,,,0.31,141.0344444,37.43111111
2023-01-19 08:25,T-1,TEPCO,0.5 m,,0.73,,0.75,,,141.0344444,37.43111111
2023-01-20 07:45,T-1,TEPCO,0.5 m,,0.63,,0.71,,,141.0344444,37.43111111
2023-01-21 08:11,T-1,TEPCO,0.5 m,,0.76,,0.63,,,141.0344444,37.43111111
2023-01-22 07:50,T-1,TEPCO,0.5 m,,0.75,,0.75,,,141.0344444,37.43111111
2023-01-23 07:35,T-1,TEPCO,0.5 m,,0.0012,0.017,,,0.31,141.0344444,37.43111111
2023-01-24 07:55,T-1,TEPCO,0.5 m,,0.66,,0.7,,,141.0344444,37.43111111
2023-01-25 07:45,T-1,TEPCO,0.5 m,,0.75,,0.68,,,141.0344444,37.43111111
2023-01-26 08:40,T-1,TEPCO,0.5 m,,0.74,,0.75,,,141.0344444,37.43111111
2023-01-27 08:14,T-1,TEPCO,0.5 m,,0.72,,0.89,,,141.0344444,37.43111111
2023-01-28 08:40,T-1,TEPCO,0.5 m,,0.74,,0.72,,,141.0344444,37.43111111
2023-01-29 08:00,T-1,TEPCO,0.5 m,,0.64,,0.65,,,141.0344444,37.43111111
2023-01-30 07:47,T-1,TEPCO,0.5 m,,0.0012,0.026,,,0.31,141.0344444,37.43111111
2023-01-31 08:00,T-1,TEPCO,0.5 m,,0.65,,0.7,,,141.0344444,37.43111111
2023-02-01 07:50,T-1,TEPCO,0.5 m,,0.6,,0.51,,,141.0344444,37.43111111
2023-02-02 07:55,T-1,TEPCO,0.5 m,,0.7,,0.65,,,141.0344444,37.43111111
2023-02-03 08:15,T-1,TEPCO,0.5 m,,0.65,,0.75,,,141.0344444,37.43111111
2023-02-04 08:40,T-1,TEPCO,0.5 m,,0.8,,0.58,,,141.0344444,37.43111111
2023-02-05 07:35,T-1,TEPCO,0.5 m,,0.55,,0.74,,,141.0344444,37.43111111
2023-02-06 08:15,T-1,TEPCO,0.5 m,0.0017,,0.051,,0.55,,141.0344444,37.43111111
2023-02-07 08:01,T-1,TEPCO,0.5 m,,0.62,,0.98,,,141.0344444,37.43111111
2023-02-08 08:06,T-1,TEPCO,0.5 m,,0.63,,0.67,,,141.0344444,37.43111111
2023-02-09 07:45,T-1,TEPCO,0.5 m,,0.66,,0.65,,,141.0344444,37.43111111
2023-02-10 07:45,T-1,TEPCO,0.5 m,,0.63,,0.63,,,141.0344444,37.43111111
2023-02-11 08:10,T-1,TEPCO,0.5 m,,0.55,,0.58,,,141.0344444,37.43111111
2023-02-12 07:35,T-1,TEPCO,0.5 m,,0.68,,0.68,,,141.0344444,37.43111111
2023-02-13 07:35,T-1,TEPCO,0.5 m,0.0022,,0.081,,,0.31,141.0344444,37.43111111
2023-02-14 08:19,T-1,TEPCO,0.5 m,,0.6,,0.78,,,141.0344444,37.43111111
2023-02-15 07:35,T-1,TEPCO,0.5 m,,0.68,,0.7,,,141.0344444,37.43111111
2023-02-16 07:41,T-1,TEPCO,0.5 m,,0.6,,0.53,,,141.0344444,37.43111111
2023-02-17 07:57,T-1,TEPCO,0.5 m,,0.77,,0.7,,,141.0344444,37.43111111
2023-02-18 07:45,T-1,TEPCO,0.5 m,,0.63,,0.74,,,141.0344444,37.43111111
2023-02-19 07:45,T-1,TEPCO,0.5 m,,0.72,,0.81,,,141.0344444,37.43111111
2023-02-20 07:53,T-1,TEPCO,0.5 m,,0.0012,0.034,,,0.3,141.0344444,37.43111111
2023-02-21 07:43,T-1,TEPCO,0.5 m,,0.72,,0.7,,,141.0344444,37.43111111
2023-02-22 07:45,T-1,TEPCO,0.5 m,,0.57,,0.53,,,141.0344444,37.43111111
2023-02-23 08:08,T-1,TEPCO,0.5 m,,0.67,,0.86,,,141.0344444,37.43111111
2023-02-24 07:30,T-1,TEPCO,0.5 m,,0.55,,0.81,,,141.0344444,37.43111111
2023-02-25 07:45,T-1,TEPCO,0.5 m,,0.54,,0.78,,,141.0344444,37.43111111
2023-02-26 07:41,T-1,TEPCO,0.5 m,,0.89,,0.93,,,141.0344444,37.43111111
2023-02-27 07:56,T-1,TEPCO,0.5 m,,0.0011,0.011,,,0.3,141.0344444,37.43111111
2023-02-28 07:50,T-1,TEPCO,0.5 m,,0.69,,0.58,,,141.0344444,37.43111111
2023-03-01 08:00,T-1,TEPCO,0.5 m,,0.71,,0.82,,,141.0344444,37.43111111
2023-03-02 07:35,T-1,TEPCO,0.5 m,,0.59,,0.63,,,141.0344444,37.43111111
2023-03-03 08:00,T-1,TEPCO,0.5 m,,0.89,,0.78,,,141.0344444,37.43111111
2023-03-04 07:47,T-1,TEPCO,0.5 m,,0.69,,0.72,,,141.0344444,37.43111111
2023-03-05 07:20,T-1,TEPCO,0.5 m,,0.39,,0.51,,,141.0344444,37.43111111
2023-03-06 08:05,T-1,TEPCO,0.5 m,0.0015,,0.07,,,0.31,141.0344444,37.43111111
2023-03-07 07:35,T-1,TEPCO,0.5 m,,0.55,,0.63,,,141.0344444,37.43111111
2023-03-08 07:45,T-1,TEPCO,0.5 m,,0.65,,0.81,,,141.0344444,37.43111111
2023-03-09 07:42,T-1,TEPCO,0.5 m,,0.67,,0.78,,,141.0344444,37.43111111
2023-03-10 07:45,T-1,TEPCO,0.5 m,,0.78,,0.71,,,141.0344444,37.43111111
2023-03-11 07:45,T-1,TEPCO,0.5 m,,0.59,,0.53,,,141.0344444,37.43111111
2023-03-12 07:40,T-1,TEPCO,0.5 m,,0.72,,0.78,,,141.0344444,37.43111111
2023-03-13 07:53,T-1,TEPCO,0.5 m,0.0019,,0.089,,,0.32,141.0344444,37.43111111
2023-03-14 07:51,T-1,TEPCO,0.5 m,,0.8,,0.92,,,141.0344444,37.43111111
2023-03-15 07:33,T-1,TEPCO,0.5 m,,0.64,,0.97,,,141.0344444,37.43111111
2023-03-16 07:40,T-1,TEPCO,0.5 m,,0.78,,0.57,,,141.0344444,37.43111111
2023-03-17 07:47,T-1,TEPCO,0.5 m,,0.83,,0.63,,,141.0344444,37.43111111
2023-03-18 08:45,T-1,TEPCO,0.5 m,,0.86,,0.77,,,141.0344444,37.43111111
2023-03-19 07:40,T-1,TEPCO,0.5 m,,0.69,,0.81,,,141.0344444,37.43111111
2023-03-20 07:37,T-1,TEPCO,0.5 m,0.0026,,0.11,,,0.32,141.0344444,37.43111111
2023-03-21 08:10,T-1,TEPCO,0.5 m,,0.9,,0.73,,,141.0344444,37.43111111
2023-03-22 07:31,T-1,TEPCO,0.5 m,,0.77,,0.81,,,141.0344444,37.43111111
2023-03-23 07:49,T-1,TEPCO,0.5 m,,0.88,,0.58,,,141.0344444,37.43111111
2023-03-24 07:50,T-1,TEPCO,0.5 m,,0.8,,1,,,141.0344444,37.43111111
2023-03-25 08:05,T-1,TEPCO,0.5 m,,0.55,,0.71,,,141.0344444,37.43111111
2023-03-26 07:55,T-1,TEPCO,0.5 m,,0.93,,0.71,,,141.0344444,37.43111111
2023-03-27 07:46,T-1,TEPCO,0.5 m,,0.0012,0.044,,,0.34,141.0344444,37.43111111
2023-03-28 08:15,T-1,TEPCO,0.5 m,,0.89,,0.84,,,141.0344444,37.43111111
2023-03-29 07:50,T-1,TEPCO,0.5 m,,0.75,,0.71,,,141.0344444,37.43111111
2023-03-30 07:50,T-1,TEPCO,0.5 m,,0.85,,0.81,,,141.0344444,37.43111111
2023-03-31 07:53,T-1,TEPCO,0.5 m,,0.64,,0.88,,,141.0344444,37.43111111
2023-04-01 08:10,T-1,TEPCO,0.5 m,,0.75,,0.54,,,141.0344444,37.43111111
